Scenario,N_Prompt,N_Gen,Mode,Run,Total_Time_s,Prefill_TPS,Decode_TPS
C5_Controle,64,64,04_KV_Attn,1,23.45,69.52,9.49
C5_Controle,64,64,05_KV_FFN,1,27.05,86.41,6.51
C5_Controle,64,64,06_Attn_FFN,1,31.71,46.51,5.19
C5_Controle,64,64,07_Tudo,1,32.05,43.10,5.03
C5_Controle,64,64,00_Baseline,2,19.10,89.83,15.78
C5_Controle,64,64,01_KV,2,19.10,147.46,14.82
C5_Controle,64,64,02_Attn,2,25.23,48.05,9.81
C5_Controle,64,64,03_FFN,2,26.29,86.61,6.67
C5_Controle,64,64,04_KV_Attn,2,23.12,113.17,9.43
C5_Controle,64,64,05_KV_FFN,2,26.88,82.80,6.53
C5_Controle,64,64,06_Attn_FFN,2,29.33,83.09,5.21
C5_Controle,64,64,07_Tudo,2,30.19,81.43,5.00
C5_Controle,64,64,00_Baseline,3,18.13,153.84,15.41
C5_Controle,64,64,01_KV,3,19.39,123.54,14.07
C5_Controle,64,64,02_Attn,3,22.59,119.45,9.73
C5_Controle,64,64,03_FFN,3,25.72,82.23,6.61
C5_Controle,64,64,04_KV_Attn,3,22.83,87.09,9.51
C5_Controle,64,64,05_KV_FFN,3,26.16,81.14,6.59
C5_Controle,64,64,06_Attn_FFN,3,29.84,82.49,5.22
C5_Controle,64,64,07_Tudo,3,35.36,70.93,3.95
C5_Controle,64,64,00_Baseline,4,18.47,89.95,15.18
C5_Controle,64,64,01_KV,4,18.59,145.52,15.00
C5_Controle,64,64,02_Attn,4,21.90,89.51,9.84
C5_Controle,64,64,03_FFN,4,25.62,84.99,6.61
C5_Controle,64,64,04_KV_Attn,4,25.19,87.28,8.47
C5_Controle,64,64,05_KV_FFN,4,26.18,82.02,6.47
C5_Controle,64,64,06_Attn_FFN,4,29.49,83.63,5.18
C5_Controle,64,64,07_Tudo,4,30.18,82.11,5.05
C5_Controle,64,64,00_Baseline,5,18.32,91.83,15.56
C5_Controle,64,64,01_KV,5,18.62,144.99,14.79
C5_Controle,64,64,02_Attn,5,21.59,116.19,9.90
C5_Controle,64,64,03_FFN,5,25.75,82.04,6.72
C5_Controle,64,64,04_KV_Attn,5,22.79,88.12,9.51
C5_Controle,64,64,05_KV_FFN,5,26.13,82.75,6.44
C5_Controle,64,64,06_Attn_FFN,5,30.06,82.27,5.16
C5_Controle,64,64,07_Tudo,5,33.01,65.72,4.98
C5_Controle,64,64,00_Baseline,6,19.04,90.04,15.90
C5_Controle,64,64,01_KV,6,18.75,89.79,15.31
C5_Controle,64,64,02_Attn,6,21.74,123.59,9.66
C5_Controle,64,64,03_FFN,6,28.05,75.63,6.49
C5_Controle,64,64,04_KV_Attn,6,23.33,88.61,9.54
C5_Controle,64,64,05_KV_FFN,6,26.51,82.46,6.42
C5_Controle,64,64,06_Attn_FFN,6,29.32,75.10,5.18
C5_Controle,64,64,07_Tudo,6,31.44,72.33,5.02
C5_Controle,64,64,00_Baseline,7,19.27,90.09,15.97
C5_Controle,64,64,01_KV,7,18.83,88.93,15.17
C5_Controle,64,64,02_Attn,7,22.20,87.00,9.68
C5_Controle,64,64,03_FFN,7,25.61,82.86,6.67
C5_Controle,64,64,04_KV_Attn,7,26.75,45.06,9.55
C5_Controle,64,64,05_KV_FFN,7,27.24,80.63,6.48
C5_Controle,64,64,06_Attn_FFN,7,30.35,74.46,5.20
C5_Controle,64,64,07_Tudo,7,30.37,71.44,5.02
C5_Controle,64,64,00_Baseline,8,18.16,155.02,15.43
C5_Controle,64,64,01_KV,8,19.78,88.15,15.10
C5_Controle,64,64,02_Attn,8,21.66,123.01,9.91
C5_Controle,64,64,03_FFN,8,26.33,82.22,6.66
C5_Controle,64,64,04_KV_Attn,8,23.09,84.22,9.55
C5_Controle,64,64,05_KV_FFN,8,26.12,82.00,6.53
C5_Controle,64,64,06_Attn_FFN,8,30.41,73.90,5.20
C5_Controle,64,64,07_Tudo,8,31.26,70.01,5.02
C5_Controle,64,64,00_Baseline,9,18.97,93.91,15.99
C5_Controle,64,64,01_KV,9,19.59,92.75,15.41
C5_Controle,64,64,02_Attn,9,22.91,87.78,9.77
C5_Controle,64,64,03_FFN,9,25.63,81.62,6.70
C5_Controle,64,64,04_KV_Attn,9,22.16,112.50,9.59
