Scenario,N_Prompt,N_Gen,Mode,Run,Total_Time_s,Prefill_TPS,Decode_TPS
C5_Controle,64,64,00_Baseline,9,18.82,84.28,15.32
C5_Controle,64,64,01_KV,9,19.23,83.80,14.75
C5_Controle,64,64,02_Attn,9,23.70,81.35,9.50
C5_Controle,64,64,03_FFN,9,25.94,77.07,6.65
C5_Controle,64,64,04_KV_Attn,9,23.90,83.22,9.28
C5_Controle,64,64,05_KV_FFN,9,26.43,77.48,6.55
C5_Controle,64,64,06_Attn_FFN,9,29.62,76.75,5.24
C5_Controle,64,64,07_Tudo,9,31.47,76.75,5.08
C5_Controle,64,64,00_Baseline,10,19.13,84.59,15.33
C5_Controle,64,64,01_KV,10,20.57,82.14,14.73
C5_Controle,64,64,02_Attn,10,22.74,84.11,9.52
C5_Controle,64,64,03_FFN,10,28.28,76.75,6.69
C5_Controle,64,64,04_KV_Attn,10,23.27,83.77,9.29
C5_Controle,64,64,05_KV_FFN,10,27.65,77.31,6.58
C5_Controle,64,64,06_Attn_FFN,10,32.42,78.09,5.26
C5_Controle,64,64,07_Tudo,10,33.24,77.18,5.10
