Scenario,N_Prompt,N_Gen,Mode,Run,Total_Time_s,Prefill_TPS,Decode_TPS
C1_Sumarizacao,4096,128,07_Tudo,6,158.23,46.71,2.59
C1_Sumarizacao,4096,128,00_Baseline,7,129.81,42.78,7.49
C1_Sumarizacao,4096,128,01_KV,7,151.00,40.38,4.05
C1_Sumarizacao,4096,128,02_Attn,7,124.76,46.73,6.76
C1_Sumarizacao,4096,128,03_FFN,7,140.21,45.14,4.25
C1_Sumarizacao,4096,128,04_KV_Attn,7,149.40,42.64,3.82
C1_Sumarizacao,4096,128,05_KV_FFN,7,166.63,40.48,2.85
C1_Sumarizacao,4096,128,06_Attn_FFN,7,145.75,44.80,3.87
C1_Sumarizacao,4096,128,07_Tudo,7,158.72,46.70,2.59
C1_Sumarizacao,4096,128,00_Baseline,8,131.11,42.88,7.48
C1_Sumarizacao,4096,128,01_KV,8,151.24,40.26,4.05
C1_Sumarizacao,4096,128,02_Attn,8,123.96,46.83,6.78
C1_Sumarizacao,4096,128,03_FFN,8,141.99,44.25,4.24
C1_Sumarizacao,4096,128,04_KV_Attn,8,147.83,43.00,3.82
C1_Sumarizacao,4096,128,05_KV_FFN,8,159.06,44.23,2.86
C1_Sumarizacao,4096,128,06_Attn_FFN,8,146.31,44.62,3.86
C1_Sumarizacao,4096,128,07_Tudo,8,170.27,41.73,2.59
C1_Sumarizacao,4096,128,00_Baseline,9,129.53,42.85,7.50
C1_Sumarizacao,4096,128,01_KV,9,148.29,42.01,4.05
C1_Sumarizacao,4096,128,02_Attn,9,125.69,46.62,6.76
C1_Sumarizacao,4096,128,03_FFN,9,142.23,44.79,4.25
C1_Sumarizacao,4096,128,04_KV_Attn,9,137.93,48.65,3.83
C1_Sumarizacao,4096,128,05_KV_FFN,9,159.08,43.64,2.86
C1_Sumarizacao,4096,128,06_Attn_FFN,9,143.98,45.09,3.87
C1_Sumarizacao,4096,128,07_Tudo,9,168.08,42.81,2.62
C1_Sumarizacao,4096,128,00_Baseline,10,130.10,43.30,7.50
C1_Sumarizacao,4096,128,01_KV,10,155.35,39.26,4.12
C1_Sumarizacao,4096,128,02_Attn,10,126.43,46.61,6.76
C1_Sumarizacao,4096,128,03_FFN,10,142.30,44.67,4.25
C1_Sumarizacao,4096,128,04_KV_Attn,10,145.84,43.95,3.89
C1_Sumarizacao,4096,128,05_KV_FFN,10,159.86,44.56,2.88
C1_Sumarizacao,4096,128,06_Attn_FFN,10,147.24,45.05,3.88
C1_Sumarizacao,4096,128,07_Tudo,10,175.12,39.98,2.63
C2_Geracao,128,4096,00_Baseline,1,449.92,81.08,9.56
C2_Geracao,128,4096,01_KV,1,692.79,81.18,6.10
C2_Geracao,128,4096,02_Attn,1,525.34,79.63,8.14
C2_Geracao,128,4096,03_FFN,1,897.80,74.81,4.68
C2_Geracao,128,4096,04_KV_Attn,1,768.73,82.61,5.49
C2_Geracao,128,4096,05_KV_FFN,1,1143.76,75.51,3.66
C2_Geracao,128,4096,06_Attn_FFN,1,982.68,75.61,4.27
C2_Geracao,128,4096,07_Tudo,1,1282.97,75.12,3.26
C2_Geracao,128,4096,00_Baseline,2,449.42,80.66,9.57
C2_Geracao,128,4096,01_KV,2,693.36,81.32,6.09
C2_Geracao,128,4096,02_Attn,2,525.37,81.72,8.13
C2_Geracao,128,4096,03_FFN,2,897.93,75.28,4.68
C2_Geracao,128,4096,04_KV_Attn,2,767.28,80.77,5.49
C2_Geracao,128,4096,05_KV_FFN,2,1142.26,75.64,3.66
C2_Geracao,128,4096,06_Attn_FFN,2,983.06,75.53,4.27
C2_Geracao,128,4096,07_Tudo,2,1283.06,75.04,3.26
C2_Geracao,128,4096,00_Baseline,3,448.50,81.15,9.55
C2_Geracao,128,4096,01_KV,3,694.64,80.78,6.09
C2_Geracao,128,4096,02_Attn,3,525.21,81.93,8.14
C2_Geracao,128,4096,03_FFN,3,898.37,75.60,4.68
C2_Geracao,128,4096,04_KV_Attn,3,768.13,82.37,5.50
C2_Geracao,128,4096,05_KV_FFN,3,1143.68,75.10,3.66
C2_Geracao,128,4096,06_Attn_FFN,3,982.99,75.61,4.27
C2_Geracao,128,4096,07_Tudo,3,1285.43,75.20,3.26
C2_Geracao,128,4096,00_Baseline,4,447.24,80.89,9.58
C2_Geracao,128,4096,01_KV,4,694.42,80.01,6.10
C2_Geracao,128,4096,02_Attn,4,525.95,80.13,8.12
C2_Geracao,128,4096,03_FFN,4,897.51,75.85,4.68
C2_Geracao,128,4096,04_KV_Attn,4,768.00,82.54,5.50
C2_Geracao,128,4096,05_KV_FFN,4,1142.67,75.72,3.66
C2_Geracao,128,4096,06_Attn_FFN,4,980.65,75.45,4.27
C2_Geracao,128,4096,07_Tudo,4,1283.00,75.41,3.26
C2_Geracao,128,4096,00_Baseline,5,449.47,80.59,9.56
C2_Geracao,128,4096,01_KV,5,694.36,80.24,6.09
C2_Geracao,128,4096,02_Attn,5,523.36,81.36,8.14
C2_Geracao,128,4096,03_FFN,5,898.19,75.42,4.68
C2_Geracao,128,4096,04_KV_Attn,5,768.17,82.74,5.49
C2_Geracao,128,4096,05_KV_FFN,5,1143.57,75.70,3.66
C2_Geracao,128,4096,06_Attn_FFN,5,981.82,75.83,4.27
C2_Geracao,128,4096,07_Tudo,5,1282.76,75.11,3.26
C2_Geracao,128,4096,00_Baseline,6,449.05,80.47,9.57
C2_Geracao,128,4096,01_KV,6,694.36,80.87,6.09
C2_Geracao,128,4096,02_Attn,6,523.71,82.79,8.14
C2_Geracao,128,4096,03_FFN,6,897.72,75.84,4.68
C2_Geracao,128,4096,04_KV_Attn,6,768.24,82.13,5.50
C2_Geracao,128,4096,05_KV_FFN,6,1143.25,75.60,3.66
C2_Geracao,128,4096,06_Attn_FFN,6,983.09,75.89,4.27
C2_Geracao,128,4096,07_Tudo,6,1283.80,74.88,3.26
C2_Geracao,128,4096,00_Baseline,7,446.27,80.88,9.60
C2_Geracao,128,4096,01_KV,7,693.76,80.80,6.10
C2_Geracao,128,4096,02_Attn,7,524.84,81.09,8.15
C2_Geracao,128,4096,03_FFN,7,897.33,75.41,4.69
C2_Geracao,128,4096,04_KV_Attn,7,768.32,82.77,5.49
C2_Geracao,128,4096,05_KV_FFN,7,1143.61,75.45,3.66
C2_Geracao,128,4096,06_Attn_FFN,7,981.44,75.55,4.27
C2_Geracao,128,4096,07_Tudo,7,1281.91,75.22,3.26
C2_Geracao,128,4096,00_Baseline,8,449.09,80.66,9.57
C2_Geracao,128,4096,01_KV,8,694.27,81.20,6.10
C2_Geracao,128,4096,02_Attn,8,525.66,80.43,8.13
C2_Geracao,128,4096,03_FFN,8,896.43,75.77,4.68
C2_Geracao,128,4096,04_KV_Attn,8,768.52,82.35,5.49
C2_Geracao,128,4096,05_KV_FFN,8,1143.19,75.54,3.66
C2_Geracao,128,4096,06_Attn_FFN,8,983.55,75.75,4.27
C2_Geracao,128,4096,07_Tudo,8,1283.24,75.06,3.26
C2_Geracao,128,4096,00_Baseline,9,446.94,80.67,9.59
C2_Geracao,128,4096,01_KV,9,694.46,80.73,6.09
C2_Geracao,128,4096,02_Attn,9,524.17,80.78,8.13
C2_Geracao,128,4096,03_FFN,9,897.70,74.85,4.69
C2_Geracao,128,4096,04_KV_Attn,9,766.72,82.20,5.50
C2_Geracao,128,4096,05_KV_FFN,9,1144.07,75.72,3.66
C2_Geracao,128,4096,06_Attn_FFN,9,981.19,75.75,4.27
C2_Geracao,128,4096,07_Tudo,9,1272.54,75.28,3.28
C2_Geracao,128,4096,00_Baseline,10,447.81,81.38,9.57
C2_Geracao,128,4096,01_KV,10,680.91,82.02,6.21
C2_Geracao,128,4096,02_Attn,10,525.01,82.15,8.15
C2_Geracao,128,4096,03_FFN,10,895.15,75.88,4.70
C2_Geracao,128,4096,04_KV_Attn,10,761.40,82.91,5.55
C2_Geracao,128,4096,05_KV_FFN,10,1137.60,74.02,3.69
C2_Geracao,128,4096,06_Attn_FFN,10,978.73,75.79,4.29
C2_Geracao,128,4096,07_Tudo,10,1274.47,75.45,3.29
C3_Conversacao,1024,1024,00_Baseline,1,128.91,68.96,10.56
C3_Conversacao,1024,1024,01_KV,1,175.38,69.30,7.26
C3_Conversacao,1024,1024,02_Attn,1,150.83,72.71,8.72
C3_Conversacao,1024,1024,03_FFN,1,243.54,68.54,4.93
C3_Conversacao,1024,1024,04_KV_Attn,1,194.15,72.86,6.39
C3_Conversacao,1024,1024,05_KV_FFN,1,287.01,68.45,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,1,267.60,68.80,4.42
C3_Conversacao,1024,1024,07_Tudo,1,325.64,68.64,3.55
C3_Conversacao,1024,1024,00_Baseline,2,130.03,69.43,10.55
C3_Conversacao,1024,1024,01_KV,2,174.09,68.84,7.25
C3_Conversacao,1024,1024,02_Attn,2,150.97,73.07,8.70
C3_Conversacao,1024,1024,03_FFN,2,243.89,68.74,4.92
C3_Conversacao,1024,1024,04_KV_Attn,2,194.09,73.10,6.39
C3_Conversacao,1024,1024,05_KV_FFN,2,287.31,68.58,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,2,265.88,68.34,4.43
C3_Conversacao,1024,1024,07_Tudo,2,324.10,68.61,3.55
C3_Conversacao,1024,1024,00_Baseline,3,129.25,69.06,10.51
C3_Conversacao,1024,1024,01_KV,3,175.19,69.09,7.25
C3_Conversacao,1024,1024,02_Attn,3,150.70,72.72,8.68
C3_Conversacao,1024,1024,03_FFN,3,243.37,68.71,4.93
C3_Conversacao,1024,1024,04_KV_Attn,3,192.70,72.56,6.39
C3_Conversacao,1024,1024,05_KV_FFN,3,287.54,68.07,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,3,266.01,68.43,4.43
C3_Conversacao,1024,1024,07_Tudo,3,327.15,68.59,3.55
C3_Conversacao,1024,1024,00_Baseline,4,128.86,68.88,10.56
C3_Conversacao,1024,1024,01_KV,4,173.57,69.22,7.26
C3_Conversacao,1024,1024,02_Attn,4,150.93,72.67,8.71
C3_Conversacao,1024,1024,03_FFN,4,243.45,68.52,4.93
C3_Conversacao,1024,1024,04_KV_Attn,4,194.21,72.68,6.39
C3_Conversacao,1024,1024,05_KV_FFN,4,286.66,68.51,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,4,267.76,68.76,4.43
C3_Conversacao,1024,1024,07_Tudo,4,325.19,68.60,3.55
C3_Conversacao,1024,1024,00_Baseline,5,130.54,69.13,10.54
C3_Conversacao,1024,1024,01_KV,5,174.92,69.13,7.25
C3_Conversacao,1024,1024,02_Attn,5,151.19,72.77,8.69
C3_Conversacao,1024,1024,03_FFN,5,243.16,68.64,4.93
C3_Conversacao,1024,1024,04_KV_Attn,5,194.25,72.82,6.39
C3_Conversacao,1024,1024,05_KV_FFN,5,287.26,68.57,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,5,267.62,68.84,4.43
C3_Conversacao,1024,1024,07_Tudo,5,325.91,68.68,3.55
C3_Conversacao,1024,1024,00_Baseline,6,130.30,69.10,10.57
C3_Conversacao,1024,1024,01_KV,6,175.19,69.04,7.25
C3_Conversacao,1024,1024,02_Attn,6,149.41,72.73,8.71
C3_Conversacao,1024,1024,03_FFN,6,243.90,68.83,4.92
C3_Conversacao,1024,1024,04_KV_Attn,6,192.69,72.40,6.39
C3_Conversacao,1024,1024,05_KV_FFN,6,287.20,68.70,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,6,267.60,68.90,4.43
C3_Conversacao,1024,1024,07_Tudo,6,325.99,68.66,3.55
C3_Conversacao,1024,1024,00_Baseline,7,130.32,69.45,10.55
C3_Conversacao,1024,1024,01_KV,7,174.75,69.37,7.26
C3_Conversacao,1024,1024,02_Attn,7,150.96,72.41,8.72
C3_Conversacao,1024,1024,03_FFN,7,243.53,68.70,4.93
C3_Conversacao,1024,1024,04_KV_Attn,7,194.23,72.60,6.39
C3_Conversacao,1024,1024,05_KV_FFN,7,287.98,68.45,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,7,267.07,68.49,4.44
C3_Conversacao,1024,1024,07_Tudo,7,324.85,68.45,3.55
C3_Conversacao,1024,1024,00_Baseline,8,129.37,69.19,10.51
C3_Conversacao,1024,1024,01_KV,8,173.93,68.98,7.25
C3_Conversacao,1024,1024,02_Attn,8,149.83,72.16,8.70
C3_Conversacao,1024,1024,03_FFN,8,244.01,68.74,4.92
C3_Conversacao,1024,1024,04_KV_Attn,8,193.53,72.75,6.39
C3_Conversacao,1024,1024,05_KV_FFN,8,287.43,68.63,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,8,268.00,68.89,4.43
C3_Conversacao,1024,1024,07_Tudo,8,324.92,68.62,3.55
C3_Conversacao,1024,1024,00_Baseline,9,130.90,69.34,10.52
C3_Conversacao,1024,1024,01_KV,9,173.87,68.99,7.25
C3_Conversacao,1024,1024,02_Attn,9,151.12,72.55,8.70
C3_Conversacao,1024,1024,03_FFN,9,243.72,68.66,4.92
C3_Conversacao,1024,1024,04_KV_Attn,9,194.34,72.47,6.39
C3_Conversacao,1024,1024,05_KV_FFN,9,287.37,68.71,4.08
C3_Conversacao,1024,1024,06_Attn_FFN,9,267.87,68.79,4.42
C3_Conversacao,1024,1024,07_Tudo,9,324.27,68.69,3.55
C3_Conversacao,1024,1024,00_Baseline,10,129.22,68.88,10.52
C3_Conversacao,1024,1024,01_KV,10,173.58,69.36,7.25
C3_Conversacao,1024,1024,02_Attn,10,149.85,73.07,8.70
C3_Conversacao,1024,1024,03_FFN,10,242.84,68.47,4.95
C3_Conversacao,1024,1024,04_KV_Attn,10,193.09,72.78,6.39
C3_Conversacao,1024,1024,05_KV_FFN,10,288.48,67.97,4.10
C3_Conversacao,1024,1024,06_Attn_FFN,10,268.00,68.80,4.44
C3_Conversacao,1024,1024,07_Tudo,10,327.39,68.11,3.56
C4_Estresse,7000,1000,00_Baseline,1,505.30,23.10,5.45
C4_Estresse,7000,1000,01_KV,1,1057.34,10.77,2.57
C4_Estresse,7000,1000,02_Attn,1,483.06,25.82,5.20
C4_Estresse,7000,1000,03_FFN,1,584.87,24.92,3.54
C4_Estresse,7000,1000,04_KV_Attn,1,997.16,12.12,2.51
C4_Estresse,7000,1000,05_KV_FFN,1,1098.13,11.88,2.05
C4_Estresse,7000,1000,06_Attn_FFN,1,602.22,25.24,3.30
C4_Estresse,7000,1000,07_Tudo,1,1137.68,11.82,1.91
C4_Estresse,7000,1000,00_Baseline,2,505.17,23.12,5.45
C4_Estresse,7000,1000,01_KV,2,1032.95,11.19,2.57
C4_Estresse,7000,1000,02_Attn,2,481.65,25.86,5.21
C4_Estresse,7000,1000,03_FFN,2,581.61,24.96,3.55
C4_Estresse,7000,1000,04_KV_Attn,2,1003.05,12.00,2.51
C4_Estresse,7000,1000,05_KV_FFN,2,1091.53,12.02,2.05
C4_Estresse,7000,1000,06_Attn_FFN,2,601.64,25.20,3.29
C4_Estresse,7000,1000,07_Tudo,2,1139.82,11.81,1.91
C4_Estresse,7000,1000,00_Baseline,3,499.14,23.33,5.50
C4_Estresse,7000,1000,01_KV,3,1034.05,11.16,2.57
C4_Estresse,7000,1000,02_Attn,3,480.05,25.88,5.22
C4_Estresse,7000,1000,03_FFN,3,580.86,25.06,3.55
C4_Estresse,7000,1000,04_KV_Attn,3,994.41,12.23,2.51
C4_Estresse,7000,1000,05_KV_FFN,3,1096.42,11.98,2.05
C4_Estresse,7000,1000,06_Attn_FFN,3,601.15,25.27,3.30
C4_Estresse,7000,1000,07_Tudo,3,1129.60,12.10,1.91
C4_Estresse,7000,1000,00_Baseline,4,502.72,23.23,5.48
C4_Estresse,7000,1000,01_KV,4,1053.70,10.84,2.57
C4_Estresse,7000,1000,02_Attn,4,483.03,25.80,5.22
C4_Estresse,7000,1000,03_FFN,4,581.40,25.09,3.55
C4_Estresse,7000,1000,04_KV_Attn,4,1003.41,11.98,2.51
C4_Estresse,7000,1000,05_KV_FFN,4,1111.65,11.65,2.05
C4_Estresse,7000,1000,06_Attn_FFN,4,601.31,25.28,3.29
C4_Estresse,7000,1000,07_Tudo,4,1133.88,11.96,1.91
C4_Estresse,7000,1000,00_Baseline,5,503.67,23.02,5.48
C4_Estresse,7000,1000,01_KV,5,1050.61,10.88,2.57
C4_Estresse,7000,1000,02_Attn,5,483.08,25.83,5.21
C4_Estresse,7000,1000,03_FFN,5,581.16,24.99,3.55
C4_Estresse,7000,1000,04_KV_Attn,5,1005.62,11.93,2.51
C4_Estresse,7000,1000,05_KV_FFN,5,1094.85,11.95,2.05
C4_Estresse,7000,1000,06_Attn_FFN,5,604.74,25.23,3.29
C4_Estresse,7000,1000,07_Tudo,5,1125.88,12.07,1.91
C4_Estresse,7000,1000,00_Baseline,6,504.77,23.05,5.46
C4_Estresse,7000,1000,01_KV,6,1033.51,11.20,2.57
C4_Estresse,7000,1000,02_Attn,6,480.50,25.88,5.21
C4_Estresse,7000,1000,03_FFN,6,582.39,24.97,3.55
C4_Estresse,7000,1000,04_KV_Attn,6,1000.28,12.02,2.51
C4_Estresse,7000,1000,05_KV_FFN,6,1103.45,11.78,2.05
C4_Estresse,7000,1000,06_Attn_FFN,6,603.23,25.26,3.29
C4_Estresse,7000,1000,07_Tudo,6,1136.73,11.87,1.91
C4_Estresse,7000,1000,00_Baseline,7,502.11,23.26,5.49
C4_Estresse,7000,1000,01_KV,7,1042.50,11.02,2.57
C4_Estresse,7000,1000,02_Attn,7,482.97,25.87,5.20
C4_Estresse,7000,1000,03_FFN,7,580.65,25.03,3.55
C4_Estresse,7000,1000,04_KV_Attn,7,999.43,12.04,2.51
C4_Estresse,7000,1000,05_KV_FFN,7,1099.06,11.89,2.05
C4_Estresse,7000,1000,06_Attn_FFN,7,602.76,25.26,3.31
C4_Estresse,7000,1000,07_Tudo,7,1134.54,11.90,1.91
C4_Estresse,7000,1000,00_Baseline,8,502.47,23.17,5.46
C4_Estresse,7000,1000,01_KV,8,1032.47,11.20,2.57
C4_Estresse,7000,1000,02_Attn,8,483.68,25.78,5.19
C4_Estresse,7000,1000,03_FFN,8,581.39,25.01,3.54
C4_Estresse,7000,1000,04_KV_Attn,8,992.33,12.19,2.51
C4_Estresse,7000,1000,05_KV_FFN,8,1103.60,11.81,2.05
C4_Estresse,7000,1000,06_Attn_FFN,8,602.86,25.19,3.29
C4_Estresse,7000,1000,07_Tudo,8,1127.10,12.04,1.91
C4_Estresse,7000,1000,00_Baseline,9,503.47,23.08,5.47
C4_Estresse,7000,1000,01_KV,9,1027.04,11.33,2.57
C4_Estresse,7000,1000,02_Attn,9,481.10,25.78,5.21
C4_Estresse,7000,1000,03_FFN,9,582.11,24.93,3.55
C4_Estresse,7000,1000,04_KV_Attn,9,999.28,12.02,2.52
C4_Estresse,7000,1000,05_KV_FFN,9,1090.37,12.04,2.06
C4_Estresse,7000,1000,06_Attn_FFN,9,601.43,25.33,3.30
C4_Estresse,7000,1000,07_Tudo,9,1129.79,12.01,1.92
C4_Estresse,7000,1000,00_Baseline,10,504.29,23.12,5.48
C4_Estresse,7000,1000,01_KV,10,1017.87,11.40,2.60
C4_Estresse,7000,1000,02_Attn,10,484.82,25.66,5.20
C4_Estresse,7000,1000,03_FFN,10,582.14,24.90,3.57
C4_Estresse,7000,1000,04_KV_Attn,10,989.90,12.22,2.53
C4_Estresse,7000,1000,05_KV_FFN,10,1088.88,12.02,2.07
C4_Estresse,7000,1000,06_Attn_FFN,10,602.32,25.28,3.31
C4_Estresse,7000,1000,07_Tudo,10,1126.37,12.03,1.92
C5_Controle,64,64,00_Baseline,1,23.92,74.10,13.18
C5_Controle,64,64,01_KV,1,23.97,78.60,12.85
C5_Controle,64,64,02_Attn,1,25.17,77.74,10.27
C5_Controle,64,64,03_FFN,1,34.10,71.77,5.41
C5_Controle,64,64,04_KV_Attn,1,26.09,78.68,10.05
C5_Controle,64,64,05_KV_FFN,1,33.47,71.71,5.34
C5_Controle,64,64,06_Attn_FFN,1,34.52,71.28,4.79
C5_Controle,64,64,07_Tudo,1,36.34,70.89,4.46
C5_Controle,64,64,00_Baseline,2,23.23,75.39,13.19
C5_Controle,64,64,01_KV,2,23.39,79.21,12.88
C5_Controle,64,64,02_Attn,2,26.07,72.66,10.28
C5_Controle,64,64,03_FFN,2,32.93,71.61,5.40
C5_Controle,64,64,04_KV_Attn,2,25.99,72.58,10.04
C5_Controle,64,64,05_KV_FFN,2,31.64,70.33,5.34
C5_Controle,64,64,06_Attn_FFN,2,35.10,71.72,4.79
C5_Controle,64,64,07_Tudo,2,35.26,70.62,4.45
C5_Controle,64,64,00_Baseline,3,23.80,78.34,13.17
C5_Controle,64,64,01_KV,3,23.24,72.07,12.81
C5_Controle,64,64,02_Attn,3,25.84,77.98,10.28
C5_Controle,64,64,03_FFN,3,32.82,71.30,5.40
C5_Controle,64,64,04_KV_Attn,3,25.73,78.08,10.04
C5_Controle,64,64,05_KV_FFN,3,31.54,68.16,5.34
C5_Controle,64,64,06_Attn_FFN,3,33.82,70.65,4.78
C5_Controle,64,64,07_Tudo,3,37.84,70.51,4.45
C5_Controle,64,64,00_Baseline,4,22.41,79.62,13.19
C5_Controle,64,64,01_KV,4,22.56,76.78,12.86
C5_Controle,64,64,02_Attn,4,24.71,77.23,10.27
C5_Controle,64,64,03_FFN,4,31.48,71.56,5.40
C5_Controle,64,64,04_KV_Attn,4,24.46,79.83,10.06
C5_Controle,64,64,05_KV_FFN,4,33.10,71.11,5.34
C5_Controle,64,64,06_Attn_FFN,4,33.58,70.01,4.79
C5_Controle,64,64,07_Tudo,4,35.95,70.29,4.46
C5_Controle,64,64,00_Baseline,5,23.82,76.61,13.19
C5_Controle,64,64,01_KV,5,23.41,78.85,12.86
C5_Controle,64,64,02_Attn,5,24.36,76.67,10.27
C5_Controle,64,64,03_FFN,5,31.36,71.08,5.40
C5_Controle,64,64,04_KV_Attn,5,25.54,78.34,10.05
C5_Controle,64,64,05_KV_FFN,5,32.48,71.51,5.35
C5_Controle,64,64,06_Attn_FFN,5,35.38,71.54,4.79
C5_Controle,64,64,07_Tudo,5,35.30,70.73,4.45
C5_Controle,64,64,00_Baseline,6,22.30,79.61,13.19
C5_Controle,64,64,01_KV,6,23.61,78.54,12.87
C5_Controle,64,64,02_Attn,6,25.15,78.25,10.28
C5_Controle,64,64,03_FFN,6,33.22,71.85,5.40
C5_Controle,64,64,04_KV_Attn,6,24.60,77.96,10.05
C5_Controle,64,64,05_KV_FFN,6,31.84,71.35,5.34
C5_Controle,64,64,06_Attn_FFN,6,33.67,71.56,4.79
C5_Controle,64,64,07_Tudo,6,35.06,70.43,4.45
C5_Controle,64,64,00_Baseline,7,23.85,77.37,13.18
C5_Controle,64,64,01_KV,7,22.49,79.04,12.89
C5_Controle,64,64,02_Attn,7,24.36,78.76,10.28
C5_Controle,64,64,03_FFN,7,32.72,71.36,5.41
C5_Controle,64,64,04_KV_Attn,7,24.50,79.27,10.06
C5_Controle,64,64,05_KV_FFN,7,33.00,71.24,5.34
C5_Controle,64,64,06_Attn_FFN,7,35.25,72.29,4.79
C5_Controle,64,64,07_Tudo,7,36.89,70.69,4.45
C5_Controle,64,64,00_Baseline,8,23.80,77.36,13.19
C5_Controle,64,64,01_KV,8,23.04,78.87,12.86
C5_Controle,64,64,02_Attn,8,26.09,76.74,10.27
C5_Controle,64,64,03_FFN,8,33.01,70.96,5.41
C5_Controle,64,64,04_KV_Attn,8,25.53,77.92,10.05
C5_Controle,64,64,05_KV_FFN,8,32.13,71.35,5.34
C5_Controle,64,64,06_Attn_FFN,8,34.39,71.56,4.79
C5_Controle,64,64,07_Tudo,8,36.46,70.30,4.45
C5_Controle,64,64,00_Baseline,9,22.30,79.53,13.19
C5_Controle,64,64,01_KV,9,23.04,78.86,12.87
C5_Controle,64,64,02_Attn,9,24.72,78.01,10.26
C5_Controle,64,64,03_FFN,9,31.70,71.41,5.41
C5_Controle,64,64,04_KV_Attn,9,26.12,74.96,10.05
C5_Controle,64,64,05_KV_FFN,9,32.39,71.40,5.34
C5_Controle,64,64,06_Attn_FFN,9,34.12,71.55,4.79
C5_Controle,64,64,07_Tudo,9,36.39,70.88,4.46
C5_Controle,64,64,00_Baseline,10,23.74,78.52,13.18
