Scenario,N_Prompt,N_Gen,Mode,Run,Total_Time_s,Prefill_TPS,Decode_TPS
C1_Sumarizacao,4096,128,04_KV_Attn,6,92.59,90.70,4.60
C1_Sumarizacao,4096,128,05_KV_FFN,6,112.22,80.17,3.21
C1_Sumarizacao,4096,128,06_Attn_FFN,6,107.59,74.03,4.05
C1_Sumarizacao,4096,128,07_Tudo,6,116.55,81.80,2.86
C1_Sumarizacao,4096,128,00_Baseline,7,87.41,74.26,8.98
C1_Sumarizacao,4096,128,01_KV,7,101.74,69.26,5.15
C1_Sumarizacao,4096,128,02_Attn,7,85.02,81.91,7.79
C1_Sumarizacao,4096,128,03_FFN,7,103.37,74.43,4.44
C1_Sumarizacao,4096,128,04_KV_Attn,7,101.03,75.63,4.62
C1_Sumarizacao,4096,128,05_KV_FFN,7,117.73,70.97,3.22
C1_Sumarizacao,4096,128,06_Attn_FFN,7,107.20,74.88,4.05
C1_Sumarizacao,4096,128,07_Tudo,7,127.17,68.56,2.85
C1_Sumarizacao,4096,128,00_Baseline,8,85.38,76.14,9.26
C1_Sumarizacao,4096,128,01_KV,8,92.40,84.25,5.11
C1_Sumarizacao,4096,128,02_Attn,8,86.03,80.57,7.71
C1_Sumarizacao,4096,128,03_FFN,8,104.30,74.66,4.42
C1_Sumarizacao,4096,128,04_KV_Attn,8,90.98,91.53,4.80
C1_Sumarizacao,4096,128,05_KV_FFN,8,113.45,78.69,3.19
C1_Sumarizacao,4096,128,06_Attn_FFN,8,106.77,75.19,3.99
C1_Sumarizacao,4096,128,07_Tudo,8,115.68,82.47,2.88
C1_Sumarizacao,4096,128,00_Baseline,9,84.19,77.35,9.42
C1_Sumarizacao,4096,128,01_KV,9,102.91,68.25,5.14
C1_Sumarizacao,4096,128,02_Attn,9,83.23,82.91,7.83
C1_Sumarizacao,4096,128,03_FFN,9,104.95,73.11,4.49
C1_Sumarizacao,4096,128,04_KV_Attn,9,99.51,77.32,4.58
C1_Sumarizacao,4096,128,05_KV_FFN,9,113.33,80.24,3.13
C1_Sumarizacao,4096,128,06_Attn_FFN,9,106.70,76.33,3.99
C1_Sumarizacao,4096,128,07_Tudo,9,117.41,81.78,2.86
C1_Sumarizacao,4096,128,00_Baseline,10,85.16,74.90,9.23
C1_Sumarizacao,4096,128,01_KV,10,103.48,69.28,5.14
C1_Sumarizacao,4096,128,02_Attn,10,84.52,82.11,7.85
C1_Sumarizacao,4096,128,03_FFN,10,104.19,74.64,4.50
C1_Sumarizacao,4096,128,04_KV_Attn,10,97.79,80.35,4.69
C1_Sumarizacao,4096,128,05_KV_FFN,10,118.49,73.35,3.28
C1_Sumarizacao,4096,128,06_Attn_FFN,10,108.30,74.87,4.05
C1_Sumarizacao,4096,128,07_Tudo,10,127.10,70.78,2.92
C2_Geracao,128,4096,00_Baseline,1,364.74,138.50,11.88
C2_Geracao,128,4096,01_KV,1,542.33,88.07,7.85
C2_Geracao,128,4096,02_Attn,1,444.79,92.01,9.64
C2_Geracao,128,4096,03_FFN,1,846.91,89.35,4.96
C2_Geracao,128,4096,04_KV_Attn,1,632.50,90.70,6.71
C2_Geracao,128,4096,05_KV_FFN,1,1045.41,82.83,4.01
C2_Geracao,128,4096,06_Attn_FFN,1,942.74,86.83,4.45
C2_Geracao,128,4096,07_Tudo,1,1172.27,81.55,3.56
C2_Geracao,128,4096,00_Baseline,2,359.63,145.68,12.01
C2_Geracao,128,4096,01_KV,2,548.09,90.68,7.78
C2_Geracao,128,4096,02_Attn,2,450.70,93.96,9.53
C2_Geracao,128,4096,03_FFN,2,849.76,88.82,4.95
C2_Geracao,128,4096,04_KV_Attn,2,626.70,93.66,6.77
C2_Geracao,128,4096,05_KV_FFN,2,1046.63,83.16,4.00
C2_Geracao,128,4096,06_Attn_FFN,2,942.21,82.31,4.46
C2_Geracao,128,4096,07_Tudo,2,1174.75,81.21,3.56
C2_Geracao,128,4096,00_Baseline,3,358.28,97.67,12.10
C2_Geracao,128,4096,01_KV,3,543.25,91.18,7.83
C2_Geracao,128,4096,02_Attn,3,449.83,94.22,9.54
C2_Geracao,128,4096,03_FFN,3,849.45,89.16,4.95
C2_Geracao,128,4096,04_KV_Attn,3,633.78,91.12,6.70
C2_Geracao,128,4096,05_KV_FFN,3,1037.25,82.34,4.04
C2_Geracao,128,4096,06_Attn_FFN,3,943.16,83.05,4.45
C2_Geracao,128,4096,07_Tudo,3,1187.87,62.43,3.52
C2_Geracao,128,4096,00_Baseline,4,358.30,92.12,12.12
C2_Geracao,128,4096,01_KV,4,548.64,89.92,7.75
C2_Geracao,128,4096,02_Attn,4,446.75,141.74,9.60
C2_Geracao,128,4096,03_FFN,4,850.01,83.78,4.95
C2_Geracao,128,4096,04_KV_Attn,4,624.20,93.86,6.80
C2_Geracao,128,4096,05_KV_FFN,4,1038.31,82.10,4.04
C2_Geracao,128,4096,06_Attn_FFN,4,942.41,82.13,4.46
C2_Geracao,128,4096,07_Tudo,4,1179.68,81.48,3.54
C2_Geracao,128,4096,00_Baseline,5,367.02,145.58,11.80
C2_Geracao,128,4096,01_KV,5,548.16,91.79,7.77
C2_Geracao,128,4096,02_Attn,5,445.49,93.35,9.65
C2_Geracao,128,4096,03_FFN,5,848.71,89.05,4.95
C2_Geracao,128,4096,04_KV_Attn,5,628.60,89.68,6.74
C2_Geracao,128,4096,05_KV_FFN,5,1035.52,82.70,4.05
C2_Geracao,128,4096,06_Attn_FFN,5,942.97,84.30,4.45
C2_Geracao,128,4096,07_Tudo,5,1182.92,80.86,3.54
C2_Geracao,128,4096,00_Baseline,6,356.60,92.23,12.14
C2_Geracao,128,4096,01_KV,6,544.65,90.55,7.83
C2_Geracao,128,4096,02_Attn,6,445.11,138.23,9.62
C2_Geracao,128,4096,03_FFN,6,851.01,87.82,4.94
C2_Geracao,128,4096,04_KV_Attn,6,626.29,96.49,6.77
C2_Geracao,128,4096,05_KV_FFN,6,1033.38,81.98,4.06
C2_Geracao,128,4096,06_Attn_FFN,6,942.68,83.45,4.45
C2_Geracao,128,4096,07_Tudo,6,1177.97,81.20,3.55
C2_Geracao,128,4096,00_Baseline,7,363.84,137.28,11.87
C2_Geracao,128,4096,01_KV,7,549.21,91.19,7.75
C2_Geracao,128,4096,02_Attn,7,450.11,141.88,9.53
C2_Geracao,128,4096,03_FFN,7,851.90,80.57,4.94
C2_Geracao,128,4096,04_KV_Attn,7,632.62,91.31,6.70
C2_Geracao,128,4096,05_KV_FFN,7,1035.97,82.30,4.04
C2_Geracao,128,4096,06_Attn_FFN,7,945.05,82.76,4.45
C2_Geracao,128,4096,07_Tudo,7,1208.78,80.85,3.46
C2_Geracao,128,4096,00_Baseline,8,357.36,93.42,12.15
C2_Geracao,128,4096,01_KV,8,546.75,96.12,7.80
C2_Geracao,128,4096,02_Attn,8,448.73,137.71,9.54
C2_Geracao,128,4096,03_FFN,8,850.19,87.60,4.94
C2_Geracao,128,4096,04_KV_Attn,8,632.74,89.16,6.71
C2_Geracao,128,4096,05_KV_FFN,8,1039.94,82.75,4.03
C2_Geracao,128,4096,06_Attn_FFN,8,940.23,82.83,4.46
C2_Geracao,128,4096,07_Tudo,8,1184.88,81.30,3.53
C2_Geracao,128,4096,00_Baseline,9,369.28,147.18,11.72
C2_Geracao,128,4096,01_KV,9,541.97,99.96,7.87
C2_Geracao,128,4096,02_Attn,9,448.70,95.43,9.55
C2_Geracao,128,4096,03_FFN,9,850.98,84.24,4.94
C2_Geracao,128,4096,04_KV_Attn,9,624.96,92.61,6.78
C2_Geracao,128,4096,05_KV_FFN,9,1036.25,82.32,4.04
C2_Geracao,128,4096,06_Attn_FFN,9,943.92,82.32,4.45
C2_Geracao,128,4096,07_Tudo,9,1184.78,83.77,3.53
C2_Geracao,128,4096,00_Baseline,10,359.94,90.27,12.06
C2_Geracao,128,4096,01_KV,10,529.97,91.06,8.06
C2_Geracao,128,4096,02_Attn,10,445.66,91.41,9.66
C2_Geracao,128,4096,03_FFN,10,839.92,89.06,5.02
C2_Geracao,128,4096,04_KV_Attn,10,623.30,91.52,6.82
C2_Geracao,128,4096,05_KV_FFN,10,1018.68,81.67,4.13
C2_Geracao,128,4096,06_Attn_FFN,10,926.67,82.52,4.54
C2_Geracao,128,4096,07_Tudo,10,1156.83,81.90,3.63
C3_Conversacao,1024,1024,00_Baseline,1,105.16,127.56,12.85
C3_Conversacao,1024,1024,01_KV,1,136.26,112.70,9.40
C3_Conversacao,1024,1024,02_Attn,1,128.50,117.35,10.04
C3_Conversacao,1024,1024,03_FFN,1,226.68,109.23,5.17
C3_Conversacao,1024,1024,04_KV_Attn,1,157.72,113.52,7.83
C3_Conversacao,1024,1024,05_KV_FFN,1,260.74,101.92,4.45
C3_Conversacao,1024,1024,06_Attn_FFN,1,253.09,100.35,4.58
C3_Conversacao,1024,1024,07_Tudo,1,301.33,96.99,3.80
C3_Conversacao,1024,1024,00_Baseline,2,105.67,110.33,12.86
C3_Conversacao,1024,1024,01_KV,2,134.66,113.49,9.45
C3_Conversacao,1024,1024,02_Attn,2,126.85,117.24,10.17
C3_Conversacao,1024,1024,03_FFN,2,227.93,99.76,5.18
C3_Conversacao,1024,1024,04_KV_Attn,2,158.11,116.78,7.86
C3_Conversacao,1024,1024,05_KV_FFN,2,260.32,102.37,4.46
C3_Conversacao,1024,1024,06_Attn_FFN,2,253.48,100.52,4.59
C3_Conversacao,1024,1024,07_Tudo,2,298.25,101.40,3.82
C3_Conversacao,1024,1024,00_Baseline,3,104.96,113.27,13.12
C3_Conversacao,1024,1024,01_KV,3,135.06,114.32,9.41
C3_Conversacao,1024,1024,02_Attn,3,127.68,115.75,10.21
C3_Conversacao,1024,1024,03_FFN,3,227.46,103.45,5.16
C3_Conversacao,1024,1024,04_KV_Attn,3,158.05,118.55,7.85
C3_Conversacao,1024,1024,05_KV_FFN,3,260.98,100.83,4.45
C3_Conversacao,1024,1024,06_Attn_FFN,3,253.23,98.87,4.60
C3_Conversacao,1024,1024,07_Tudo,3,303.53,82.87,3.82
C3_Conversacao,1024,1024,00_Baseline,4,104.52,110.98,13.04
C3_Conversacao,1024,1024,01_KV,4,135.48,110.98,9.45
C3_Conversacao,1024,1024,02_Attn,4,128.29,115.71,10.13
C3_Conversacao,1024,1024,03_FFN,4,227.80,99.18,5.17
C3_Conversacao,1024,1024,04_KV_Attn,4,157.21,117.68,7.89
C3_Conversacao,1024,1024,05_KV_FFN,4,260.17,102.17,4.46
C3_Conversacao,1024,1024,06_Attn_FFN,4,253.05,100.70,4.60
C3_Conversacao,1024,1024,07_Tudo,4,299.07,97.65,3.82
C3_Conversacao,1024,1024,00_Baseline,5,104.49,112.72,13.06
C3_Conversacao,1024,1024,01_KV,5,137.38,112.94,9.24
C3_Conversacao,1024,1024,02_Attn,5,127.35,115.79,10.18
C3_Conversacao,1024,1024,03_FFN,5,227.21,101.83,5.17
C3_Conversacao,1024,1024,04_KV_Attn,5,162.03,114.97,7.62
C3_Conversacao,1024,1024,05_KV_FFN,5,261.13,102.18,4.44
C3_Conversacao,1024,1024,06_Attn_FFN,5,253.39,101.41,4.60
C3_Conversacao,1024,1024,07_Tudo,5,299.84,97.00,3.82
C3_Conversacao,1024,1024,00_Baseline,6,103.27,113.07,13.42
C3_Conversacao,1024,1024,01_KV,6,136.51,109.23,9.37
C3_Conversacao,1024,1024,02_Attn,6,126.04,118.08,10.25
C3_Conversacao,1024,1024,03_FFN,6,227.57,100.80,5.17
C3_Conversacao,1024,1024,04_KV_Attn,6,157.64,117.75,7.82
C3_Conversacao,1024,1024,05_KV_FFN,6,260.17,101.44,4.46
C3_Conversacao,1024,1024,06_Attn_FFN,6,253.67,100.67,4.59
C3_Conversacao,1024,1024,07_Tudo,6,298.38,98.02,3.83
C3_Conversacao,1024,1024,00_Baseline,7,103.26,114.78,13.20
C3_Conversacao,1024,1024,01_KV,7,136.88,109.02,9.39
C3_Conversacao,1024,1024,02_Attn,7,127.73,117.39,10.19
C3_Conversacao,1024,1024,03_FFN,7,228.05,100.55,5.17
C3_Conversacao,1024,1024,04_KV_Attn,7,158.96,117.25,7.79
C3_Conversacao,1024,1024,05_KV_FFN,7,260.99,100.64,4.45
C3_Conversacao,1024,1024,06_Attn_FFN,7,254.35,100.41,4.58
C3_Conversacao,1024,1024,07_Tudo,7,299.13,99.68,3.82
C3_Conversacao,1024,1024,00_Baseline,8,105.90,110.64,12.98
C3_Conversacao,1024,1024,01_KV,8,136.66,113.06,9.37
C3_Conversacao,1024,1024,02_Attn,8,128.08,116.06,10.17
C3_Conversacao,1024,1024,03_FFN,8,228.02,98.31,5.17
C3_Conversacao,1024,1024,04_KV_Attn,8,158.01,113.53,7.86
C3_Conversacao,1024,1024,05_KV_FFN,8,259.95,99.71,4.45
C3_Conversacao,1024,1024,06_Attn_FFN,8,253.18,101.83,4.58
C3_Conversacao,1024,1024,07_Tudo,8,299.44,99.01,3.82
C3_Conversacao,1024,1024,00_Baseline,9,104.24,114.41,13.23
C3_Conversacao,1024,1024,01_KV,9,139.29,112.21,9.09
C3_Conversacao,1024,1024,02_Attn,9,127.23,116.42,10.21
C3_Conversacao,1024,1024,03_FFN,9,228.40,99.88,5.17
C3_Conversacao,1024,1024,04_KV_Attn,9,157.51,116.45,7.88
C3_Conversacao,1024,1024,05_KV_FFN,9,259.64,102.50,4.45
C3_Conversacao,1024,1024,06_Attn_FFN,9,252.74,100.08,4.59
C3_Conversacao,1024,1024,07_Tudo,9,299.99,98.87,3.82
C3_Conversacao,1024,1024,00_Baseline,10,105.58,114.11,13.00
C3_Conversacao,1024,1024,01_KV,10,136.83,111.64,9.37
C3_Conversacao,1024,1024,02_Attn,10,126.38,119.09,10.25
C3_Conversacao,1024,1024,03_FFN,10,226.05,99.84,5.27
C3_Conversacao,1024,1024,04_KV_Attn,10,158.62,116.82,7.85
C3_Conversacao,1024,1024,05_KV_FFN,10,257.93,101.56,4.54
C3_Conversacao,1024,1024,06_Attn_FFN,10,252.38,99.92,4.66
C3_Conversacao,1024,1024,07_Tudo,10,297.63,99.63,3.87
C4_Estresse,7000,1000,00_Baseline,1,347.06,38.91,6.71
C4_Estresse,7000,1000,01_KV,1,708.15,18.74,3.17
C4_Estresse,7000,1000,02_Attn,1,350.35,42.60,5.98
C4_Estresse,7000,1000,03_FFN,1,452.33,41.45,3.78
C4_Estresse,7000,1000,04_KV_Attn,1,696.63,20.58,2.97
C4_Estresse,7000,1000,05_KV_FFN,1,814.23,19.13,2.34
C4_Estresse,7000,1000,06_Attn_FFN,1,472.60,42.19,3.50
C4_Estresse,7000,1000,07_Tudo,1,830.42,20.09,2.17
C4_Estresse,7000,1000,00_Baseline,2,350.54,39.00,6.54
C4_Estresse,7000,1000,01_KV,2,721.18,18.01,3.18
C4_Estresse,7000,1000,02_Attn,2,348.27,42.77,6.03
C4_Estresse,7000,1000,03_FFN,2,456.72,40.00,3.83
C4_Estresse,7000,1000,04_KV_Attn,2,697.53,20.07,3.04
C4_Estresse,7000,1000,05_KV_FFN,2,812.49,19.31,2.33
C4_Estresse,7000,1000,06_Attn_FFN,2,474.45,41.36,3.51
C4_Estresse,7000,1000,07_Tudo,2,838.05,19.85,2.15
C4_Estresse,7000,1000,00_Baseline,3,341.82,39.48,6.78
C4_Estresse,7000,1000,01_KV,3,726.23,17.93,3.16
C4_Estresse,7000,1000,02_Attn,3,348.36,42.87,6.01
C4_Estresse,7000,1000,03_FFN,3,450.63,41.21,3.82
C4_Estresse,7000,1000,04_KV_Attn,3,700.30,19.78,3.05
C4_Estresse,7000,1000,05_KV_FFN,3,804.63,19.54,2.35
C4_Estresse,7000,1000,06_Attn_FFN,3,474.39,42.15,3.48
C4_Estresse,7000,1000,07_Tudo,3,848.15,19.27,2.16
C4_Estresse,7000,1000,00_Baseline,4,341.47,40.75,6.60
C4_Estresse,7000,1000,01_KV,4,707.35,18.77,3.16
C4_Estresse,7000,1000,02_Attn,4,346.35,42.53,6.10
C4_Estresse,7000,1000,03_FFN,4,456.61,40.52,3.78
C4_Estresse,7000,1000,04_KV_Attn,4,689.35,20.24,3.09
C4_Estresse,7000,1000,05_KV_FFN,4,808.78,19.47,2.34
C4_Estresse,7000,1000,06_Attn_FFN,4,482.10,40.83,3.47
C4_Estresse,7000,1000,07_Tudo,4,831.41,19.88,2.19
C4_Estresse,7000,1000,00_Baseline,5,346.67,38.93,6.73
C4_Estresse,7000,1000,01_KV,5,709.90,18.06,3.30
C4_Estresse,7000,1000,02_Attn,5,344.99,43.82,6.01
C4_Estresse,7000,1000,03_FFN,5,457.72,39.94,3.81
C4_Estresse,7000,1000,04_KV_Attn,5,691.74,20.39,3.04
C4_Estresse,7000,1000,05_KV_FFN,5,810.31,19.34,2.34
C4_Estresse,7000,1000,06_Attn_FFN,5,478.97,40.78,3.49
C4_Estresse,7000,1000,07_Tudo,5,832.31,19.50,2.22
C4_Estresse,7000,1000,00_Baseline,6,348.86,38.99,6.57
C4_Estresse,7000,1000,01_KV,6,720.74,18.08,3.18
C4_Estresse,7000,1000,02_Attn,6,344.62,43.47,6.04
C4_Estresse,7000,1000,03_FFN,6,456.76,40.38,3.79
C4_Estresse,7000,1000,04_KV_Attn,6,701.88,19.84,3.03
C4_Estresse,7000,1000,05_KV_FFN,6,820.79,19.07,2.31
C4_Estresse,7000,1000,06_Attn_FFN,6,477.55,41.15,3.52
C4_Estresse,7000,1000,07_Tudo,6,850.85,19.43,2.14
C4_Estresse,7000,1000,00_Baseline,7,350.34,38.56,6.63
C4_Estresse,7000,1000,01_KV,7,712.68,18.60,3.15
C4_Estresse,7000,1000,02_Attn,7,344.34,44.22,5.95
C4_Estresse,7000,1000,03_FFN,7,452.65,41.17,3.80
C4_Estresse,7000,1000,04_KV_Attn,7,699.22,19.74,3.08
C4_Estresse,7000,1000,05_KV_FFN,7,801.40,19.64,2.35
C4_Estresse,7000,1000,06_Attn_FFN,7,478.20,40.77,3.48
C4_Estresse,7000,1000,07_Tudo,7,835.23,19.90,2.16
C4_Estresse,7000,1000,00_Baseline,8,346.04,39.45,6.60
C4_Estresse,7000,1000,01_KV,8,714.06,18.22,3.21
C4_Estresse,7000,1000,02_Attn,8,345.05,43.32,6.04
C4_Estresse,7000,1000,03_FFN,8,453.81,40.56,3.84
C4_Estresse,7000,1000,04_KV_Attn,8,705.60,19.67,3.03
C4_Estresse,7000,1000,05_KV_FFN,8,809.37,19.36,2.34
C4_Estresse,7000,1000,06_Attn_FFN,8,478.00,41.11,3.47
C4_Estresse,7000,1000,07_Tudo,8,838.06,19.80,2.16
C4_Estresse,7000,1000,00_Baseline,9,346.03,39.55,6.58
C4_Estresse,7000,1000,01_KV,9,704.64,18.70,3.21
C4_Estresse,7000,1000,02_Attn,9,346.15,42.83,6.11
C4_Estresse,7000,1000,03_FFN,9,458.61,40.07,3.78
C4_Estresse,7000,1000,04_KV_Attn,9,688.12,20.46,3.06
C4_Estresse,7000,1000,05_KV_FFN,9,803.40,19.51,2.36
C4_Estresse,7000,1000,06_Attn_FFN,9,474.66,41.46,3.50
C4_Estresse,7000,1000,07_Tudo,9,834.78,19.92,2.17
C4_Estresse,7000,1000,00_Baseline,10,348.88,38.91,6.58
C4_Estresse,7000,1000,01_KV,10,705.50,18.79,3.20
C4_Estresse,7000,1000,02_Attn,10,344.03,42.91,6.16
C4_Estresse,7000,1000,03_FFN,10,455.10,40.24,3.85
C4_Estresse,7000,1000,04_KV_Attn,10,679.59,20.20,3.20
C4_Estresse,7000,1000,05_KV_FFN,10,806.69,19.18,2.38
C4_Estresse,7000,1000,06_Attn_FFN,10,475.32,41.37,3.52
C4_Estresse,7000,1000,07_Tudo,10,836.42,19.74,2.19
C5_Controle,64,64,00_Baseline,1,22.77,85.40,14.05
C5_Controle,64,64,01_KV,1,22.20,89.37,13.32
C5_Controle,64,64,02_Attn,1,24.00,83.36,10.50
C5_Controle,64,64,03_FFN,1,32.05,75.28,5.32
C5_Controle,64,64,04_KV_Attn,1,24.08,84.31,10.38
C5_Controle,64,64,05_KV_FFN,1,32.39,75.25,5.30
C5_Controle,64,64,06_Attn_FFN,1,34.06,75.17,4.73
C5_Controle,64,64,07_Tudo,1,35.74,74.08,4.42
C5_Controle,64,64,00_Baseline,2,22.73,87.91,13.98
C5_Controle,64,64,01_KV,2,22.82,86.89,13.90
C5_Controle,64,64,02_Attn,2,24.50,83.21,10.39
C5_Controle,64,64,03_FFN,2,31.25,75.47,5.39
C5_Controle,64,64,04_KV_Attn,2,24.90,82.63,10.42
C5_Controle,64,64,05_KV_FFN,2,32.38,75.00,5.33
C5_Controle,64,64,06_Attn_FFN,2,33.34,76.38,4.73
C5_Controle,64,64,07_Tudo,2,35.23,73.99,4.39
C5_Controle,64,64,00_Baseline,3,22.84,87.44,13.51
C5_Controle,64,64,01_KV,3,21.91,82.40,13.78
C5_Controle,64,64,02_Attn,3,24.05,83.79,10.53
C5_Controle,64,64,03_FFN,3,32.06,75.63,5.34
C5_Controle,64,64,04_KV_Attn,3,24.84,83.87,10.32
C5_Controle,64,64,05_KV_FFN,3,32.02,74.97,5.32
C5_Controle,64,64,06_Attn_FFN,3,33.60,75.51,4.73
C5_Controle,64,64,07_Tudo,3,39.80,61.36,3.70
C5_Controle,64,64,00_Baseline,4,22.74,87.11,13.66
C5_Controle,64,64,01_KV,4,21.94,81.49,13.74
C5_Controle,64,64,02_Attn,4,23.95,81.60,10.52
C5_Controle,64,64,03_FFN,4,31.42,74.89,5.38
C5_Controle,64,64,04_KV_Attn,4,25.14,82.64,10.33
C5_Controle,64,64,05_KV_FFN,4,32.15,75.32,5.33
C5_Controle,64,64,06_Attn_FFN,4,33.63,75.83,4.71
C5_Controle,64,64,07_Tudo,4,35.91,74.07,4.40
C5_Controle,64,64,00_Baseline,5,22.77,87.28,14.01
C5_Controle,64,64,01_KV,5,22.34,84.20,13.90
C5_Controle,64,64,02_Attn,5,24.03,84.23,10.70
C5_Controle,64,64,03_FFN,5,31.86,75.55,5.37
C5_Controle,64,64,04_KV_Attn,5,24.81,86.56,10.34
C5_Controle,64,64,05_KV_FFN,5,32.00,75.49,5.32
C5_Controle,64,64,06_Attn_FFN,5,37.18,71.47,3.96
C5_Controle,64,64,07_Tudo,5,36.16,70.57,4.39
C5_Controle,64,64,00_Baseline,6,22.63,84.88,14.31
C5_Controle,64,64,01_KV,6,22.87,86.28,14.03
C5_Controle,64,64,02_Attn,6,25.07,89.18,10.44
C5_Controle,64,64,03_FFN,6,31.78,76.50,5.36
C5_Controle,64,64,04_KV_Attn,6,24.09,85.09,10.27
C5_Controle,64,64,05_KV_FFN,6,32.24,75.61,5.31
C5_Controle,64,64,06_Attn_FFN,6,37.96,63.49,4.08
C5_Controle,64,64,07_Tudo,6,35.02,74.24,4.39
C5_Controle,64,64,00_Baseline,7,22.74,84.64,13.99
C5_Controle,64,64,01_KV,7,22.01,86.84,13.28
C5_Controle,64,64,02_Attn,7,24.04,79.68,10.55
C5_Controle,64,64,03_FFN,7,31.35,75.36,5.34
C5_Controle,64,64,04_KV_Attn,7,24.94,83.51,10.35
C5_Controle,64,64,05_KV_FFN,7,31.79,74.19,5.30
C5_Controle,64,64,06_Attn_FFN,7,34.12,74.97,4.76
C5_Controle,64,64,07_Tudo,7,35.11,74.61,4.39
C5_Controle,64,64,00_Baseline,8,22.75,87.05,13.48
C5_Controle,64,64,01_KV,8,22.15,83.85,13.28
C5_Controle,64,64,02_Attn,8,23.83,82.90,10.82
C5_Controle,64,64,03_FFN,8,31.34,75.47,5.38
C5_Controle,64,64,04_KV_Attn,8,25.00,84.15,10.36
C5_Controle,64,64,05_KV_FFN,8,32.55,75.03,5.32
C5_Controle,64,64,06_Attn_FFN,8,34.17,75.65,4.74
C5_Controle,64,64,07_Tudo,8,35.05,74.91,4.37
C5_Controle,64,64,00_Baseline,9,22.65,83.84,14.19
C5_Controle,64,64,01_KV,9,22.05,82.95,14.03
C5_Controle,64,64,02_Attn,9,23.98,88.21,10.49
C5_Controle,64,64,03_FFN,9,31.82,76.15,5.37
C5_Controle,64,64,04_KV_Attn,9,24.92,84.51,10.33
C5_Controle,64,64,05_KV_FFN,9,32.45,75.20,5.31
C5_Controle,64,64,06_Attn_FFN,9,34.05,76.22,4.72
C5_Controle,64,64,07_Tudo,9,35.26,74.78,4.41
C5_Controle,64,64,00_Baseline,10,22.98,85.22,13.72
C5_Controle,64,64,01_KV,10,21.77,90.60,14.05
